category,image,model,roi_id,area_px,mean_intensity,gap_with_prev_roi
shading,cmp_cornsweet.jpg,v3,2,12352,187.66,10.89
shading,cmp_cornsweet.jpg,orig,3,7242,124.0,0.0
shading,cmp_cornsweet.jpg,v1,3,7242,166.72,0.0
shading,cmp_cornsweet.jpg,v2,3,7242,99.59,0.0
shading,cmp_cornsweet.jpg,v3,3,7242,189.25,0.0
shading,cmp_crater_dome.jpg,orig,1,42025,106.73,0.0
shading,cmp_crater_dome.jpg,v1,1,42025,28.82,0.0
shading,cmp_crater_dome.jpg,v2,1,42025,38.57,0.0
shading,cmp_crater_dome.jpg,v3,1,42025,61.1,0.0
shading,cmp_crater_dome.jpg,orig,2,50850,99.95,6.78
shading,cmp_crater_dome.jpg,v1,2,50850,31.09,2.27
shading,cmp_crater_dome.jpg,v2,2,50850,26.68,11.89
shading,cmp_crater_dome.jpg,v3,2,50850,120.05,58.95
shading,cmp_dragon.jpeg,orig,1,10349,101.91,0.0
shading,cmp_dragon.jpeg,v1,1,10349,228.59,0.0
shading,cmp_dragon.jpeg,v2,1,10349,192.96,0.0
shading,cmp_dragon.jpeg,v3,1,10349,125.69,0.0
shading,cmp_dragon.jpeg,orig,2,28165,119.62,17.71
shading,cmp_dragon.jpeg,v1,2,28165,163.87,64.72
shading,cmp_dragon.jpeg,v2,2,28165,153.33,39.63
shading,cmp_dragon.jpeg,v3,2,28165,101.65,24.04
shading,cmp_hollow_face.jpg,orig,1,141984,211.29,0.0
shading,cmp_hollow_face.jpg,v1,1,141984,178.47,0.0
shading,cmp_hollow_face.jpg,v2,1,141984,159.12,0.0
shading,cmp_hollow_face.jpg,v3,1,141984,211.88,0.0
shading,cmp_hollow_face.jpg,orig,2,143127,181.26,30.03
shading,cmp_hollow_face.jpg,v1,2,143127,106.92,71.55
shading,cmp_hollow_face.jpg,v2,2,143127,85.57,73.55
shading,cmp_hollow_face.jpg,v3,2,143127,194.56,17.32
shading,cmp_Kersten's_shadow_effect.jpg,orig,1,18769,177.71,0.0
shading,cmp_Kersten's_shadow_effect.jpg,v1,1,18769,221.69,0.0
shading,cmp_Kersten's_shadow_effect.jpg,v2,1,18769,214.29,0.0
shading,cmp_Kersten's_shadow_effect.jpg,v3,1,18769,203.79,0.0
shading,cmp_Kersten's_shadow_effect.jpg,orig,2,18744,176.26,1.45
shading,cmp_Kersten's_shadow_effect.jpg,v1,2,18744,178.27,43.42
shading,cmp_Kersten's_shadow_effect.jpg,v2,2,18744,191.39,22.9
shading,cmp_Kersten's_shadow_effect.jpg,v3,2,18744,198.55,5.24
shading,cmp_Kersten's_shadow_effect.jpg,orig,3,19881,177.16,0.0
shading,cmp_Kersten's_shadow_effect.jpg,v1,3,19881,136.46,0.0
shading,cmp_Kersten's_shadow_effect.jpg,v2,3,19881,173.42,0.0
shading,cmp_Kersten's_shadow_effect.jpg,v3,3,19881,191.99,0.0
shading,cmp_zebra_crossing.jpg,orig,1,2760,89.66,0.0
shading,cmp_zebra_crossing.jpg,v1,1,2760,147.33,0.0
shading,cmp_zebra_crossing.jpg,v2,1,2760,168.23,0.0
shading,cmp_zebra_crossing.jpg,v3,1,2760,222.87,0.0
shading,cmp_zebra_crossing.jpg,orig,2,16402,174.1,84.44
shading,cmp_zebra_crossing.jpg,v1,2,16402,98.64,48.69
shading,cmp_zebra_crossing.jpg,v2,2,16402,111.4,56.83
shading,cmp_zebra_crossing.jpg,v3,2,16402,194.71,28.16
